"Step","[5k iter FULL k=1]adahessian-lr5e-05 - train_loss","[5k iter FULL k=1]adahessian-lr5e-05 - train_loss__MIN","[5k iter FULL k=1]adahessian-lr5e-05 - train_loss__MAX","[5k iter FULL k=1] adahessian-lr0.003-bs16-epochs3 - train_loss","[5k iter FULL k=1] adahessian-lr0.003-bs16-epochs3 - train_loss__MIN","[5k iter FULL k=1] adahessian-lr0.003-bs16-epochs3 - train_loss__MAX","[FULL bad] adahessian-lr0.015-bs16-epochs3 - train_loss","[FULL bad] adahessian-lr0.015-bs16-epochs3 - train_loss__MIN","[FULL bad] adahessian-lr0.015-bs16-epochs3 - train_loss__MAX"
"86","4.281999309062957","4.281999309062957","4.281999309062957","","","","1.882485270500183","1.882485270500183","1.882485270500183"
"87","4.314321608543396","4.314321608543396","4.314321608543396","","","","1.9005021822452546","1.9005021822452546","1.9005021822452546"
"88","4.2396186876297","4.2396186876297","4.2396186876297","","","","1.8622728610038757","1.8622728610038757","1.8622728610038757"
"89","4.3001704502105715","4.3001704502105715","4.3001704502105715","","","","1.9934731650352477","1.9934731650352477","1.9934731650352477"
"90","4.2548539614677425","4.2548539614677425","4.2548539614677425","","","","1.8145317006111146","1.8145317006111146","1.8145317006111146"
"91","4.276313281059265","4.276313281059265","4.276313281059265","","","","1.9609426307678222","1.9609426307678222","1.9609426307678222"
"92","4.294770998954773","4.294770998954773","4.294770998954773","","","","1.8928460025787353","1.8928460025787353","1.8928460025787353"
"93","4.273159635066986","4.273159635066986","4.273159635066986","","","","1.9155576753616332","1.9155576753616332","1.9155576753616332"
"94","4.188596131801606","4.188596131801606","4.188596131801606","","","","2.0491614961624145","2.0491614961624145","2.0491614961624145"
"95","4.221956179141999","4.221956179141999","4.221956179141999","","","","1.8834912276268005","1.8834912276268005","1.8834912276268005"
"96","4.1900547099113465","4.1900547099113465","4.1900547099113465","","","","1.9703146648406982","1.9703146648406982","1.9703146648406982"
"97","4.127105145454407","4.127105145454407","4.127105145454407","","","","2.0459364748001097","2.0459364748001097","2.0459364748001097"
"98","4.170689594745636","4.170689594745636","4.170689594745636","","","","2.039267439842224","2.039267439842224","2.039267439842224"
"99","4.233283603191376","4.233283603191376","4.233283603191376","","","","2.114102056026459","2.114102056026459","2.114102056026459"
"100","4.197203977108002","4.197203977108002","4.197203977108002","","","","2.0927569031715394","2.0927569031715394","2.0927569031715394"
"101","4.139870636463165","4.139870636463165","4.139870636463165","","","","1.9563589525222778","1.9563589525222778","1.9563589525222778"
"102","4.177350931167602","4.177350931167602","4.177350931167602","","","","1.9935421276092529","1.9935421276092529","1.9935421276092529"
"103","4.105776734352112","4.105776734352112","4.105776734352112","","","","2.1855287551879883","2.1855287551879883","2.1855287551879883"
"104","4.1788539123535156","4.1788539123535156","4.1788539123535156","","","","2.0806565403938295","2.0806565403938295","2.0806565403938295"
"105","4.226459441184997","4.226459441184997","4.226459441184997","","","","2.12953803062439","2.12953803062439","2.12953803062439"
"106","4.138199360370636","4.138199360370636","4.138199360370636","","","","2.1118281197547915","2.1118281197547915","2.1118281197547915"
"107","4.116046433448791","4.116046433448791","4.116046433448791","","","","2.0768885374069215","2.0768885374069215","2.0768885374069215"
"108","4.096487510204315","4.096487510204315","4.096487510204315","","","","2.094041929244995","2.094041929244995","2.094041929244995"
"109","4.090344624519348","4.090344624519348","4.090344624519348","","","","2.1125473523139955","2.1125473523139955","2.1125473523139955"
"110","4.189261066913605","4.189261066913605","4.189261066913605","","","","2.197211172580719","2.197211172580719","2.197211172580719"
"111","4.161671216487885","4.161671216487885","4.161671216487885","","","","","",""
"112","4.1664611744880675","4.1664611744880675","4.1664611744880675","","","","2.056499297618866","2.056499297618866","2.056499297618866"
"113","4.019394638538361","4.019394638538361","4.019394638538361","","","","2.105134484767914","2.105134484767914","2.105134484767914"
"114","","","","","","","2.1244660329818728","2.1244660329818728","2.1244660329818728"
"115","4.049895422458649","4.049895422458649","4.049895422458649","","","","2.191237189769745","2.191237189769745","2.191237189769745"
"116","4.138576624393463","4.138576624393463","4.138576624393463","","","","2.126128122806549","2.126128122806549","2.126128122806549"
"117","4.132420692443848","4.132420692443848","4.132420692443848","","","","2.1839019799232484","2.1839019799232484","2.1839019799232484"
"118","4.06803857088089","4.06803857088089","4.06803857088089","","","","2.159676923751831","2.159676923751831","2.159676923751831"
"119","4.1452239227294925","4.1452239227294925","4.1452239227294925","","","","2.2169121050834657","2.2169121050834657","2.2169121050834657"
"120","4.047086718082428","4.047086718082428","4.047086718082428","","","","2.1494074749946592","2.1494074749946592","2.1494074749946592"
"121","4.0176256346702575","4.0176256346702575","4.0176256346702575","","","","2.292766156196594","2.292766156196594","2.292766156196594"
"122","4.089290521144867","4.089290521144867","4.089290521144867","","","","2.1847064876556397","2.1847064876556397","2.1847064876556397"
"123","4.042964670658112","4.042964670658112","4.042964670658112","","","","2.2539031291007996","2.2539031291007996","2.2539031291007996"
"124","4.136425156593322","4.136425156593322","4.136425156593322","","","","2.2960453844070434","2.2960453844070434","2.2960453844070434"
"125","4.046921322345733","4.046921322345733","4.046921322345733","","","","2.213060748577118","2.213060748577118","2.213060748577118"
"126","4.030204496383667","4.030204496383667","4.030204496383667","","","","2.354070017337799","2.354070017337799","2.354070017337799"
"127","4.028511347770691","4.028511347770691","4.028511347770691","","","","2.1476837635040282","2.1476837635040282","2.1476837635040282"
"128","3.9583537340164185","3.9583537340164185","3.9583537340164185","","","","2.2569562149047853","2.2569562149047853","2.2569562149047853"
"129","4.1027527213096615","4.1027527213096615","4.1027527213096615","","","","2.2495866584777833","2.2495866584777833","2.2495866584777833"
"130","3.9712936735153197","3.9712936735153197","3.9712936735153197","","","","2.1517461848258974","2.1517461848258974","2.1517461848258974"
"131","4.01536553144455","4.01536553144455","4.01536553144455","","","","2.279724633693695","2.279724633693695","2.279724633693695"
"132","4.038277132511139","4.038277132511139","4.038277132511139","","","","2.293952305316925","2.293952305316925","2.293952305316925"
"133","3.998815965652466","3.998815965652466","3.998815965652466","","","","2.36780296087265","2.36780296087265","2.36780296087265"
"134","3.9699462699890136","3.9699462699890136","3.9699462699890136","","","","2.344408066272736","2.344408066272736","2.344408066272736"
"135","3.9891804480552673","3.9891804480552673","3.9891804480552673","","","","2.3171864104270936","2.3171864104270936","2.3171864104270936"
"136","4.010529856681824","4.010529856681824","4.010529856681824","","","","2.3339083409309387","2.3339083409309387","2.3339083409309387"
"137","4.032129952907562","4.032129952907562","4.032129952907562","","","","2.3635646295547486","2.3635646295547486","2.3635646295547486"
"138","3.9829125380516053","3.9829125380516053","3.9829125380516053","","","","2.3937984132766723","2.3937984132766723","2.3937984132766723"
"139","3.995230009555817","3.995230009555817","3.995230009555817","","","","2.3878951859474182","2.3878951859474182","2.3878951859474182"
"140","3.976952815055847","3.976952815055847","3.976952815055847","","","","2.269218900203705","2.269218900203705","2.269218900203705"
"141","3.928238642215729","3.928238642215729","3.928238642215729","","","","2.4477150106430052","2.4477150106430052","2.4477150106430052"
"142","","","","","","","2.3646022200584413","2.3646022200584413","2.3646022200584413"
"143","3.8927099752426146","3.8927099752426146","3.8927099752426146","","","","2.402551007270813","2.402551007270813","2.402551007270813"
"144","4.028135454654693","4.028135454654693","4.028135454654693","","","","2.3592192578315734","2.3592192578315734","2.3592192578315734"
"145","3.966763913631439","3.966763913631439","3.966763913631439","","","","2.4064491295814516","2.4064491295814516","2.4064491295814516"
"146","3.8853102850914003","3.8853102850914003","3.8853102850914003","","","","2.286400454044342","2.286400454044342","2.286400454044342"
"147","3.985854077339172","3.985854077339172","3.985854077339172","","","","2.393226089477539","2.393226089477539","2.393226089477539"
"148","3.969830906391144","3.969830906391144","3.969830906391144","","","","2.391520380973816","2.391520380973816","2.391520380973816"
"149","4.0318518424034115","4.0318518424034115","4.0318518424034115","","","","2.4142628955841063","2.4142628955841063","2.4142628955841063"
"150","3.9591094636917115","3.9591094636917115","3.9591094636917115","","","","2.4151966643333433","2.4151966643333433","2.4151966643333433"
"151","4.011559104919433","4.011559104919433","4.011559104919433","","","","2.3840962529182432","2.3840962529182432","2.3840962529182432"
"152","3.9598097681999205","3.9598097681999205","3.9598097681999205","","","","2.4221907663345337","2.4221907663345337","2.4221907663345337"
"153","3.912242121696472","3.912242121696472","3.912242121696472","","","","2.4340814757347107","2.4340814757347107","2.4340814757347107"
"154","3.955311665534973","3.955311665534973","3.955311665534973","","","","2.372614426612854","2.372614426612854","2.372614426612854"
"155","3.9942786264419556","3.9942786264419556","3.9942786264419556","","","","2.3505150938034056","2.3505150938034056","2.3505150938034056"
"156","4.0138149118423465","4.0138149118423465","4.0138149118423465","","","","2.4061215996742247","2.4061215996742247","2.4061215996742247"
"157","3.908414385318756","3.908414385318756","3.908414385318756","","","","2.3187405943870543","2.3187405943870543","2.3187405943870543"
"158","3.918364796638489","3.918364796638489","3.918364796638489","","","","2.5654863572120665","2.5654863572120665","2.5654863572120665"
"159","3.991098027229309","3.991098027229309","3.991098027229309","","","","2.3516660857200624","2.3516660857200624","2.3516660857200624"
"160","3.978236081600189","3.978236081600189","3.978236081600189","","","","2.393658747673035","2.393658747673035","2.393658747673035"
"161","","","","","","","2.366684138774872","2.366684138774872","2.366684138774872"
"162","","","","","","","2.4882445693016053","2.4882445693016053","2.4882445693016053"
"163","","","","","","","2.426799657344818","2.426799657344818","2.426799657344818"
"164","","","","","","","2.332423450946808","2.332423450946808","2.332423450946808"
"165","","","","","","","2.5142528939247133","2.5142528939247133","2.5142528939247133"
"166","","","","","","","2.376403121948242","2.376403121948242","2.376403121948242"
"169","","","","","","","2.275101227760315","2.275101227760315","2.275101227760315"
"170","","","","","","","2.1944430255889893","2.1944430255889893","2.1944430255889893"
"171","","","","","","","2.202809257507324","2.202809257507324","2.202809257507324"
"172","","","","","","","2.1804177594184875","2.1804177594184875","2.1804177594184875"
"173","","","","","","","2.146640341281891","2.146640341281891","2.146640341281891"
"174","","","","","","","2.1422514510154724","2.1422514510154724","2.1422514510154724"
"175","","","","","","","2.2821099257469175","2.2821099257469175","2.2821099257469175"
"176","","","","","","","2.252605757713318","2.252605757713318","2.252605757713318"
"177","","","","","","","2.3046432948112487","2.3046432948112487","2.3046432948112487"
"178","","","","","","","2.3195010876655577","2.3195010876655577","2.3195010876655577"
"179","","","","","","","2.1696592426300048","2.1696592426300048","2.1696592426300048"
"180","","","","","","","2.254734628200531","2.254734628200531","2.254734628200531"
"181","","","","","","","2.2055479216575624","2.2055479216575624","2.2055479216575624"
"182","","","","","","","2.142966480255127","2.142966480255127","2.142966480255127"
"183","","","","","","","2.2781499147415163","2.2781499147415163","2.2781499147415163"
"184","","","","","","","2.23510879278183","2.23510879278183","2.23510879278183"
"185","","","","","","","2.322949914932251","2.322949914932251","2.322949914932251"
"186","","","","","","","2.2695200991630555","2.2695200991630555","2.2695200991630555"
"187","","","","","","","2.2176732063293456","2.2176732063293456","2.2176732063293456"
"188","","","","","","","2.294384624958038","2.294384624958038","2.294384624958038"
"189","","","","","","","2.3772006320953367","2.3772006320953367","2.3772006320953367"
"190","","","","","","","2.328629515171051","2.328629515171051","2.328629515171051"
"191","","","","","","","2.3025969457626343","2.3025969457626343","2.3025969457626343"
"192","","","","","","","2.2818142342567445","2.2818142342567445","2.2818142342567445"
"193","","","","","","","2.340931844711304","2.340931844711304","2.340931844711304"
"194","","","","","","","2.343209433555603","2.343209433555603","2.343209433555603"
"195","","","","","","","2.3144511771202088","2.3144511771202088","2.3144511771202088"
"196","","","","","","","2.4197293305397034","2.4197293305397034","2.4197293305397034"
"197","","","","","","","2.3280928444862368","2.3280928444862368","2.3280928444862368"
"198","","","","","","","2.30713668346405","2.30713668346405","2.30713668346405"
"199","","","","","","","2.4094499468803408","2.4094499468803408","2.4094499468803408"
"200","","","","","","","2.2898578691482543","2.2898578691482543","2.2898578691482543"
"201","","","","","","","2.3032154488563537","2.3032154488563537","2.3032154488563537"
"202","","","","","","","2.464120237827301","2.464120237827301","2.464120237827301"
"203","","","","","","","2.27595281124115","2.27595281124115","2.27595281124115"
"204","","","","","","","2.307455403804779","2.307455403804779","2.307455403804779"
"205","","","","","","","2.3841971373558044","2.3841971373558044","2.3841971373558044"
"206","","","","","","","2.3800303149223327","2.3800303149223327","2.3800303149223327"
"207","","","","","","","2.3589164781570435","2.3589164781570435","2.3589164781570435"
"208","","","","","","","2.2373327159881593","2.2373327159881593","2.2373327159881593"
"209","","","","","","","2.3431510448455812","2.3431510448455812","2.3431510448455812"
"210","","","","","","","2.3531073045730593","2.3531073045730593","2.3531073045730593"
"211","","","","","","","2.313084557056427","2.313084557056427","2.313084557056427"
"212","","","","","","","2.4036668038368223","2.4036668038368223","2.4036668038368223"
"213","","","","","","","2.38305330991745","2.38305330991745","2.38305330991745"
"214","","","","","","","2.2612930226325987","2.2612930226325987","2.2612930226325987"
"215","","","","","","","2.344396724700928","2.344396724700928","2.344396724700928"
"216","","","","","","","2.4069034314155577","2.4069034314155577","2.4069034314155577"
"217","","","","","","","2.275131597518921","2.275131597518921","2.275131597518921"
"218","","","","","","","2.178780702352524","2.178780702352524","2.178780702352524"
"219","","","","","","","2.407497596740723","2.407497596740723","2.407497596740723"
"220","","","","","","","2.266297173500061","2.266297173500061","2.266297173500061"
"221","","","","","","","2.4263877081871033","2.4263877081871033","2.4263877081871033"
"222","","","","","","","2.335279107093811","2.335279107093811","2.335279107093811"
"223","","","","","","","2.2835424041748045","2.2835424041748045","2.2835424041748045"
"225","","","","","","","2.3244679045677183","2.3244679045677183","2.3244679045677183"
"226","","","","","","","2.4198226857185365","2.4198226857185365","2.4198226857185365"
"227","","","","","","","2.279897108078003","2.279897108078003","2.279897108078003"
"228","","","","","","","2.3141688752174376","2.3141688752174376","2.3141688752174376"
"229","","","","","","","2.2126039409637452","2.2126039409637452","2.2126039409637452"
"230","","","","","","","2.3884422278404234","2.3884422278404234","2.3884422278404234"
"231","","","","","","","2.376215431690216","2.376215431690216","2.376215431690216"
"232","","","","","","","2.3012461471557617","2.3012461471557617","2.3012461471557617"
"233","","","","","","","2.3742335176467897","2.3742335176467897","2.3742335176467897"
"234","","","","","","","2.2403434801101683","2.2403434801101683","2.2403434801101683"
"235","","","","","","","2.3378151941299437","2.3378151941299437","2.3378151941299437"
"236","","","","","","","2.4303286838531495","2.4303286838531495","2.4303286838531495"
"237","","","","","","","2.4010741090774537","2.4010741090774537","2.4010741090774537"
"238","","","","","","","2.26653354883194","2.26653354883194","2.26653354883194"
"239","","","","","","","2.3891673398017885","2.3891673398017885","2.3891673398017885"
"240","","","","","","","2.241651256084442","2.241651256084442","2.241651256084442"
"241","","","","","","","2.3502824258804322","2.3502824258804322","2.3502824258804322"
"242","","","","","","","2.4297930240631103","2.4297930240631103","2.4297930240631103"
"243","","","","","","","2.2183496618270873","2.2183496618270873","2.2183496618270873"
"244","","","","","","","2.3566798114776613","2.3566798114776613","2.3566798114776613"
"245","","","","","","","2.292041213512421","2.292041213512421","2.292041213512421"
"246","","","","","","","2.3294382190704344","2.3294382190704344","2.3294382190704344"
"247","","","","","","","2.3953273820877077","2.3953273820877077","2.3953273820877077"
"248","","","","","","","2.4774378538131714","2.4774378538131714","2.4774378538131714"
"249","","","","","","","2.345157027244568","2.345157027244568","2.345157027244568"
